auction ID,lot,Buyer,Seller,Agent,Auctioneer,Breed,Quantity,Selling Price,Seller Auction ID,Buyer Auction ID,PassedIn,Buyer Auction Date,Seller Auction Date,Buyer Auction Time,Seller Auction Time
S1620,198,Marshall Leach,Kylynn Trading,Michael Krueger,Donald Quagley,Romney,10,920.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,224,Marshall Leach,Rosales Farms,Michael Krueger,Micheal Angel,Merino,15,1560.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,244,Marshall Leach,Daniel Farms,Donald Quagley,Donald Quagley,Merino,10,870.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,256,Marshall Leach,Lee Chase,Dave Doppler,Dave Doppler,Romney,20,1860.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,265,Marshall Leach,Kylynn Trading,Michael Krueger,Donald Quagley,Romney,10,860.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,293,Marshall Leach,Camden Hatfield,Lisa Andrewson,Jane Jetson,Merino,15,1215.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,310,Marshall Leach,Fitzpatrick Farms,Bart O'Keefe,Jane Jetson,Romney,50,4050.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,324,Marshall Leach,Camden Hatfield,Lisa Andrewson,Jane Jetson,Merino,50,4000.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,326,Marshall Leach,Samson Pollard,Micheal Angel,Micheal Angel,Romney,45,3690.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,340,Marshall Leach,Daniel Farms,Donald Quagley,Donald Quagley,Romney,75,7350.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,353,Marshall Leach,Illiana Maldonado,Dave Doppler,Dave Doppler,Merino,40,3320.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,116,Lee Chase,Meghan Dalton,Ralph Wigwam,Ralph Wigwam,Merino,70,5740.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,132,Lee Chase,Adena Rich,Dave Doppler,Dave Doppler,Romney,85,7310.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,192,Lee Chase,Germane Blackburn,Leonardo Capris,Micheal Angel,Suffolk X,40,4160.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,195,Lee Chase,Camden Hatfield,Lisa Andrewson,Jane Jetson,Merino,75,6075.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,226,Lee Chase,Lee Chase,Dave Doppler,Dave Doppler,Romney,15,1245.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,279,Lee Chase,Cecilia Trading,Michael Krueger,Micheal Angel,Suffolk X,95,9595.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,311,Lee Chase,Hardin Farms,Homer Palin,Ralph Wigwam,Merino,35,3080.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,322,Lee Chase,Hermione Compton,Jane Jetson,Jane Jetson,Merino,20,1780.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,328,Lee Chase,Bright Farms,Donald Quagley,Donald Quagley,Merino,35,3150.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,118,Illiana Maldonado,Carr Farms,Homer Palin,Ralph Wigwam,Merino,70,7280.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,127,Illiana Maldonado,Germane Blackburn,Leonardo Capris,Micheal Angel,Merino,30,2610.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,135,Illiana Maldonado,Adena Rich,Dave Doppler,Dave Doppler,Romney,30,2340.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,136,Illiana Maldonado,Bianca Foster,Bart O'Keefe,Ralph Wigwam,Merino,95,9975.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,142,Illiana Maldonado,Daniel Farms,Donald Quagley,Donald Quagley,Romney,30,2820.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,174,Illiana Maldonado,Hermione Compton,Jane Jetson,Jane Jetson,Merino,90,8550.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,205,Illiana Maldonado,Barclay Barr,Leonardo Capris,Donald Quagley,Merino,20,1640.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,260,Illiana Maldonado,Burch Farms,Jane Jetson,Jane Jetson,Romney,60,6180.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,262,Illiana Maldonado,Aiko Swanson,Micheal Angel,Micheal Angel,Merino,75,6000.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,276,Illiana Maldonado,Germane Blackburn,Leonardo Capris,Micheal Angel,Romney,65,6825.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,319,Illiana Maldonado,Kirk Cameron,Lisa Andrewson,Jane Jetson,Suffolk X,25,2550.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,361,Illiana Maldonado,Camden Hatfield,Lisa Andrewson,Jane Jetson,Merino,100,8200.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,103,Rosales Farms,Burch Farms,Jane Jetson,Jane Jetson,Suffolk X,30,2760.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,123,Rosales Farms,Fitzpatrick Farms,Bart O'Keefe,Jane Jetson,Merino,20,1940.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,128,Rosales Farms,Adena Rich,Dave Doppler,Dave Doppler,Merino,25,2625.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,129,Rosales Farms,Adena Rich,Dave Doppler,Dave Doppler,Merino,45,3870.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,146,Rosales Farms,Bianca Foster,Bart O'Keefe,Ralph Wigwam,Merino,70,6230.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,155,Rosales Farms,Dillard Farms,Dave Doppler,Dave Doppler,Merino,20,1580.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,160,Rosales Farms,Samson Pollard,Micheal Angel,Micheal Angel,Romney,100,8100.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,170,Rosales Farms,Kirk Cameron,Lisa Andrewson,Jane Jetson,Romney,25,2300.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,191,Rosales Farms,Rosales Farms,Michael Krueger,Micheal Angel,Merino,50,4550.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,209,Rosales Farms,Fitzpatrick Farms,Bart O'Keefe,Jane Jetson,Merino,80,6960.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,213,Rosales Farms,Brody Stanley,Bart O'Keefe,Jane Jetson,Merino,40,3640.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,222,Rosales Farms,Hardin Farms,Homer Palin,Ralph Wigwam,Merino,25,2575.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,238,Rosales Farms,Burch Farms,Jane Jetson,Jane Jetson,Merino,100,9300.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,239,Rosales Farms,Carr Farms,Homer Palin,Ralph Wigwam,Suffolk X,15,1185.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,242,Rosales Farms,Carr Farms,Homer Palin,Micheal Angel,Merino,45,4275.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,245,Rosales Farms,Ayala Farms,David Sidebottom,Donald Quagley,Romney,100,8400.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,247,Rosales Farms,Carr Farms,Homer Palin,Micheal Angel,Romney,65,6500.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,257,Rosales Farms,Everett Farms,David Sidebottom,Micheal Angel,Romney,60,5700.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,263,Rosales Farms,Illiana Maldonado,Dave Doppler,Dave Doppler,Merino,50,4300.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,285,Rosales Farms,Dillard Farms,Dave Doppler,Dave Doppler,Romney,85,6715.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,286,Rosales Farms,Brent Ramirez,Jane Jetson,Jane Jetson,Romney,65,6630.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,287,Rosales Farms,Hasad Harrington,Alister Byng,Alister Byng,Romney,80,6960.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,291,Rosales Farms,Bianca Foster,Bart O'Keefe,Ralph Wigwam,Merino,45,4410.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,297,Rosales Farms,Rosales Farms,Michael Krueger,Micheal Angel,Romney,20,1800.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,301,Rosales Farms,Barclay Barr,Leonardo Capris,Micheal Angel,Merino,35,3570.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,302,Rosales Farms,Gannon Trading,Jane Jetson,Jane Jetson,Merino,20,1620.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,332,Rosales Farms,Meghan Dalton,Ralph Wigwam,Ralph Wigwam,Merino,5,450.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,351,Rosales Farms,Hermione Compton,Jane Jetson,Jane Jetson,Romney,25,2175.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,352,Rosales Farms,Hasad Harrington,Alister Byng,Alister Byng,Merino,40,3720.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,359,Rosales Farms,Hasad Harrington,Alister Byng,Alister Byng,Merino,40,3640.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,112,Camden Hatfield,Juliet Hayes,Homer Palin,Ralph Wigwam,Romney,25,2025.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,113,Camden Hatfield,Brent Ramirez,Jane Jetson,Jane Jetson,Merino,35,3640.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,131,Camden Hatfield,Adena Rich,Dave Doppler,Dave Doppler,Romney,45,3690.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,147,Camden Hatfield,Everett Farms,David Sidebottom,Micheal Angel,Merino,30,2430.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,148,Camden Hatfield,Hardin Farms,Homer Palin,Ralph Wigwam,Romney,10,810.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,154,Camden Hatfield,Fitzpatrick Farms,Bart O'Keefe,Jane Jetson,Merino,5,420.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,158,Camden Hatfield,Hasad Harrington,Alister Byng,Alister Byng,Romney,15,1500.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,208,Camden Hatfield,Everett Farms,David Sidebottom,Micheal Angel,Romney,45,4365.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,217,Camden Hatfield,Gannon Trading,Jane Jetson,Jane Jetson,Romney,80,6560.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,230,Camden Hatfield,Adena Rich,Dave Doppler,Dave Doppler,Romney,75,6075.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,249,Camden Hatfield,Meghan Dalton,Ralph Wigwam,Ralph Wigwam,Suffolk X,15,1455.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,275,Camden Hatfield,Juliet Hayes,Homer Palin,Ralph Wigwam,Romney,30,2430.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,327,Camden Hatfield,Ayala Farms,David Sidebottom,Donald Quagley,Romney,85,8840.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,346,Camden Hatfield,Germane Blackburn,Leonardo Capris,Micheal Angel,Romney,15,1335.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,362,Camden Hatfield,Meghan Dalton,Ralph Wigwam,Ralph Wigwam,Merino,65,5070.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,363,Camden Hatfield,Hermione Compton,Jane Jetson,Jane Jetson,Merino,65,5720.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,134,Nola Trading,Brent Ramirez,Jane Jetson,Jane Jetson,Suffolk X,60,4740.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,150,Nola Trading,Daniel Farms,Donald Quagley,Donald Quagley,Romney,55,5500.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,168,Nola Trading,Ayala Farms,David Sidebottom,Donald Quagley,Romney,45,3645.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,171,Nola Trading,Brent Ramirez,Jane Jetson,Jane Jetson,Merino,50,3900.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,183,Nola Trading,Juliet Hayes,Homer Palin,Ralph Wigwam,Romney,25,1975.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,187,Nola Trading,Hardin Farms,Homer Palin,Ralph Wigwam,Merino,10,910.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,219,Nola Trading,Hermione Compton,Jane Jetson,Jane Jetson,Suffolk X,20,2040.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,228,Nola Trading,Samson Pollard,Micheal Angel,Micheal Angel,Merino,35,2940.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,236,Nola Trading,Hermione Compton,Jane Jetson,Jane Jetson,Romney,25,2100.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,283,Nola Trading,Adena Rich,Dave Doppler,Dave Doppler,Merino,15,1545.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,292,Nola Trading,Barclay Barr,Leonardo Capris,Donald Quagley,Merino,75,6600.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,306,Nola Trading,Fitzpatrick Farms,Bart O'Keefe,Jane Jetson,Romney,85,7395.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,329,Nola Trading,Illiana Maldonado,Dave Doppler,Dave Doppler,Suffolk X,30,3000.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,163,Vernon Mcgee,Lee Chase,Dave Doppler,Dave Doppler,Romney,80,7200.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,169,Vernon Mcgee,Aiko Swanson,Micheal Angel,Micheal Angel,Romney,20,1760.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,181,Vernon Mcgee,Carr Farms,Homer Palin,Micheal Angel,Merino,15,1545.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,201,Vernon Mcgee,Ayala Farms,David Sidebottom,Donald Quagley,Suffolk X,10,940.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,261,Vernon Mcgee,Bright Farms,Donald Quagley,Donald Quagley,Merino,50,5100.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,318,Vernon Mcgee,Rosales Farms,Michael Krueger,Micheal Angel,Merino,20,1580.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,320,Vernon Mcgee,Aiko Swanson,Micheal Angel,Micheal Angel,Romney,35,3325.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,342,Vernon Mcgee,Hermione Compton,Jane Jetson,Jane Jetson,Merino,35,2870.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,104,Bianca Foster,Burch Farms,Jane Jetson,Jane Jetson,Romney,85,8245.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,106,Bianca Foster,Juliet Hayes,Homer Palin,Ralph Wigwam,Merino,55,5115.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,108,Bianca Foster,Fitzpatrick Farms,Bart O'Keefe,Jane Jetson,Merino,15,1380.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,110,Bianca Foster,Carr Farms,Homer Palin,Micheal Angel,Romney,10,840.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,114,Bianca Foster,Meghan Dalton,Ralph Wigwam,Ralph Wigwam,Suffolk X,60,6240.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,151,Bianca Foster,Bianca Foster,Bart O'Keefe,Ralph Wigwam,Merino,25,2175.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,164,Bianca Foster,Kirk Cameron,Lisa Andrewson,Jane Jetson,Merino,40,3840.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,176,Bianca Foster,Brent Ramirez,Jane Jetson,Jane Jetson,Merino,35,3045.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,180,Bianca Foster,Carr Farms,Homer Palin,Micheal Angel,Romney,60,5400.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,182,Bianca Foster,Burch Farms,Jane Jetson,Jane Jetson,Suffolk X,45,3510.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,184,Bianca Foster,Everett Farms,David Sidebottom,Micheal Angel,Merino,70,7210.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,215,Bianca Foster,Meghan Dalton,Ralph Wigwam,Ralph Wigwam,Merino,20,1880.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,218,Bianca Foster,Adena Rich,Dave Doppler,Dave Doppler,Merino,10,910.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
